Rank,ASN,AS Name,CC,Users (est.),% of country,% of Internet,Samples
195,"AS6697","BELPAK-AS BELPAK","<a href=\"/cgi-bin/aspop?c=BY\">BY</a>",3855071,50.87,0.0933,1084508
196,"AS12958","MCC Tele2 Russia Network","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",3852051,3.26,0.0932,583147
197,"AS2527","SO-NET So-net Entertainment Corporation","<a href=\"/cgi-bin/aspop?c=JP\">JP</a>",3846330,3.40,0.0931,317070
198,"AS56044","CMNET-AS-LIAONING China Mobile communications corporation","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",3802676,0.46,0.0920,35375
199,"AS13285","OPALTELECOM-AS TalkTalk Communications Limited","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",3790688,5.81,0.0917,348628
200,"AS3303","SWISSCOM Swisscom (Switzerland) Ltd","<a href=\"/cgi-bin/aspop?c=CH\">CH</a>",3786984,43.88,0.0917,201482
201,"AS23700","FASTNET-AS-ID Linknet-Fastnet ASN","<a href=\"/cgi-bin/aspop?c=ID\">ID</a>",3715671,3.25,0.0899,886834
202,"AS5769","VIDEOTRON","<a href=\"/cgi-bin/aspop?c=CA\">CA</a>",3711825,10.26,0.0898,352985
203,"AS27831","Colombia Movil","<a href=\"/cgi-bin/aspop?c=CO\">CO</a>",3687125,10.62,0.0892,720383
204,"AS9674","FET-TW Far EastTone Telecommunication Co., Ltd.","<a href=\"/cgi-bin/aspop?c=TW\">TW</a>",3686325,14.28,0.0892,809042
205,"AS10030","CELCOMNET-AP Celcom Axiata Berhad","<a href=\"/cgi-bin/aspop?c=MY\">MY</a>",3683783,13.26,0.0892,806396
206,"AS133481","AIS-FIBRE-AS-AP AIS Fibre","<a href=\"/cgi-bin/aspop?c=TH\">TH</a>",3653649,8.24,0.0884,450363
207,"AS5650","FRONTIER-FRTR","<a href=\"/cgi-bin/aspop?c=US\">US</a>",3641403,1.46,0.0881,613186
208,"AS22927","Telefonica de Argentina","<a href=\"/cgi-bin/aspop?c=AR\">AR</a>",3630487,9.70,0.0879,833683
209,"AS36974","AFNET-AS","<a href=\"/cgi-bin/aspop?c=CI\">CI</a>",3599540,28.28,0.0871,178360
210,"AS327931","Optimum-Telecom-Algeria","<a href=\"/cgi-bin/aspop?c=DZ\">DZ</a>",3595051,14.73,0.0870,1161139
211,"AS2518","BIGLOBE BIGLOBE Inc.","<a href=\"/cgi-bin/aspop?c=JP\">JP</a>",3575084,3.16,0.0865,294710
212,"AS37342","MOVITEL","<a href=\"/cgi-bin/aspop?c=MZ\">MZ</a>",3570958,46.04,0.0864,76200
213,"AS11351","TWC-11351-NORTHEAST","<a href=\"/cgi-bin/aspop?c=US\">US</a>",3554529,1.42,0.0860,598557
214,"AS6713","IAM-AS","<a href=\"/cgi-bin/aspop?c=MA\">MA</a>",3531661,14.42,0.0855,456186
215,"AS6306","TELEFONICA VENEZOLANA, C.A.","<a href=\"/cgi-bin/aspop?c=VE\">VE</a>",3528667,17.96,0.0854,450448
216,"AS24499","TPP-AS-PK Telenor Pakistan","<a href=\"/cgi-bin/aspop?c=PK\">PK</a>",3524468,9.77,0.0853,801504
217,"AS47524","TURKSAT-AS","<a href=\"/cgi-bin/aspop?c=TR\">TR</a>",3492629,5.57,0.0845,1094660
218,"AS45245","BANGLALINK-AS banglalink an Orascom Telecom Company, providing GSM Telecom service in Bangladesh","<a href=\"/cgi-bin/aspop?c=BD\">BD</a>",3425647,10.40,0.0829,1031181
219,"AS22047","VTR BANDA ANCHA S.A.","<a href=\"/cgi-bin/aspop?c=CL\">CL</a>",3425216,20.96,0.0829,461328
220,"AS36908","VTL-ASN","<a href=\"/cgi-bin/aspop?c=TZ\">TZ</a>",3403920,27.11,0.0824,147884
221,"AS7545","TPG-INTERNET-AP TPG Telecom Limited","<a href=\"/cgi-bin/aspop?c=AU\">AU</a>",3402373,15.24,0.0823,239604
222,"AS41202","UNITEL","<a href=\"/cgi-bin/aspop?c=UZ\">UZ</a>",3384259,16.67,0.0819,237856
223,"AS37190","ATLANTIQUE-TELECOM-","<a href=\"/cgi-bin/aspop?c=CI\">CI</a>",3366830,26.45,0.0815,166829
224,"AS11664","Techtel LMDS Comunicaciones Interactivas S.A.","<a href=\"/cgi-bin/aspop?c=AR\">AR</a>",3359978,8.98,0.0813,771565
225,"AS16232","ASN-TIM Service Provider","<a href=\"/cgi-bin/aspop?c=IT\">IT</a>",3336830,8.75,0.0808,675551
226,"AS11888","Television Internacional, S.A. de C.V.","<a href=\"/cgi-bin/aspop?c=MX\">MX</a>",3311227,3.67,0.0801,441766
227,"AS26611","COMCEL S.A.","<a href=\"/cgi-bin/aspop?c=CO\">CO</a>",3299128,9.51,0.0799,644577
228,"AS38466","UMOBILE-AS-AP U Mobile Sdn Bhd","<a href=\"/cgi-bin/aspop?c=MY\">MY</a>",3272900,11.78,0.0792,716452
229,"AS6799","OTENET-GR Athens - Greece","<a href=\"/cgi-bin/aspop?c=GR\">GR</a>",3256232,43.35,0.0788,1555222
230,"AS6848","TELENET-AS","<a href=\"/cgi-bin/aspop?c=BE\">BE</a>",3251957,31.24,0.0787,262445
231,"AS133385","TELENORMYANMAR-AS Telenor Myanmar","<a href=\"/cgi-bin/aspop?c=MM\">MM</a>",3239089,15.33,0.0784,226220
232,"AS4538","ERX-CERNET-BKB China Education and Research Network Center","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",3178661,0.39,0.0769,29570
233,"AS8881","VERSATEL","<a href=\"/cgi-bin/aspop?c=DE\">DE</a>",3168787,4.48,0.0767,252977
234,"AS29497","KUBANGSM","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",3167272,2.68,0.0767,479481
235,"AS17623","CNCGROUP-SZ China Unicom Shenzen network","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",3137060,0.38,0.0759,29183
236,"AS37287","ZAIN-ZAMBIA","<a href=\"/cgi-bin/aspop?c=ZM\">ZM</a>",3112177,51.17,0.0753,137826
237,"AS56042","CMNET-SHANXI-AP China Mobile communications corporation","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",3050203,0.37,0.0738,28375
238,"AS30992","MTN-NS-CAMEROON","<a href=\"/cgi-bin/aspop?c=CM\">CM</a>",3010621,46.11,0.0729,183617
239,"AS37453","VODACOM-CONGO","<a href=\"/cgi-bin/aspop?c=CD\">CD</a>",2980464,26.38,0.0721,37922
240,"AS17488","HATHWAY-NET-AP Hathway IP Over Cable Internet","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2978094,0.51,0.0721,364433
241,"AS39603","P4NET P4 UMTS operator in Poland","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2965872,9.56,0.0718,512041
242,"AS29614","GHANATEL-AS","<a href=\"/cgi-bin/aspop?c=GH\">GH</a>",2934952,21.81,0.0710,467430
243,"AS3301","TELIANET-SWEDEN Telia Company","<a href=\"/cgi-bin/aspop?c=SE\">SE</a>",2934082,28.11,0.0710,210310
244,"AS6739","ONO-AS Cableuropa - ONO","<a href=\"/cgi-bin/aspop?c=ES\">ES</a>",2905727,6.90,0.0703,449908
245,"AS45669","MOBILINK-AS-PK PMCL /LDI IP TRANSIT","<a href=\"/cgi-bin/aspop?c=PK\">PK</a>",2893053,8.02,0.0700,657913
246,"AS48503","TELE2-KZ Tele2 Kazakhstan","<a href=\"/cgi-bin/aspop?c=KZ\">KZ</a>",2854963,18.88,0.0691,611682
247,"AS9541","CYBERNET-AP Cyber Internet Services (Pvt) Ltd.","<a href=\"/cgi-bin/aspop?c=PK\">PK</a>",2842422,7.88,0.0688,646399
248,"AS37054","Telecom-Malagasy","<a href=\"/cgi-bin/aspop?c=MG\">MG</a>",2837060,64.99,0.0687,23853
249,"AS24309","CABLELITE-AS-AP Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2821660,0.49,0.0683,345290
250,"AS2860","NOS_COMUNICACOES","<a href=\"/cgi-bin/aspop?c=PT\">PT</a>",2781054,34.70,0.0673,807111
251,"AS23201","Telecel S.A.","<a href=\"/cgi-bin/aspop?c=PY\">PY</a>",2769059,54.11,0.0670,346040
252,"AS56041","CMNET-ZHEJIANG-AP China Mobile communications corporation","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",2760931,0.34,0.0668,25684
253,"AS8402","CORBINA-AS OJSC Vimpelcom","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2760729,2.34,0.0668,417936
254,"AS5483","MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt.","<a href=\"/cgi-bin/aspop?c=HU\">HU</a>",2742628,36.57,0.0664,731826
255,"AS51207","FREEM","<a href=\"/cgi-bin/aspop?c=FR\">FR</a>",2741202,5.09,0.0663,340156
256,"AS41330","T2-NOVOSIBIRSK-AS Tele2 Russia Network","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2737596,2.32,0.0663,414434
257,"AS327885","Viettel-Tanzania","<a href=\"/cgi-bin/aspop?c=TZ\">TZ</a>",2693209,21.45,0.0652,117007
258,"AS9105","TISCALI-UK TalkTalk Communications Limited","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",2650735,4.07,0.0642,243787
259,"AS264731","Corporacion Digitel C.A.","<a href=\"/cgi-bin/aspop?c=VE\">VE</a>",2632823,13.40,0.0637,336090
260,"AS12912","TM","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2630054,8.48,0.0637,454064
261,"AS37223","VODACOM-","<a href=\"/cgi-bin/aspop?c=MZ\">MZ</a>",2627184,33.88,0.0636,56061
262,"AS8400","TELEKOM-AS","<a href=\"/cgi-bin/aspop?c=RS\">RS</a>",2623199,40.10,0.0635,1479381
263,"AS132167","OML-MM OOREDOO MYANMAR","<a href=\"/cgi-bin/aspop?c=MM\">MM</a>",2622256,12.41,0.0635,183140
264,"AS36912","ORANGE","<a href=\"/cgi-bin/aspop?c=CM\">CM</a>",2598633,39.80,0.0629,158490
265,"AS27882","Telefonica Celular de Bolivia S.A.","<a href=\"/cgi-bin/aspop?c=BO\">BO</a>",2593088,43.85,0.0628,547662
266,"AS37133","airtel-tz-as","<a href=\"/cgi-bin/aspop?c=TZ\">TZ</a>",2582172,20.57,0.0625,112183
267,"AS38623","VIETTELCAMBODIA-AS-AP ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.","<a href=\"/cgi-bin/aspop?c=KH\">KH</a>",2555323,36.91,0.0618,300403
268,"AS3243","MEO-RESIDENCIAL","<a href=\"/cgi-bin/aspop?c=PT\">PT</a>",2531217,31.59,0.0613,734604
269,"AS37705","TOPNET","<a href=\"/cgi-bin/aspop?c=TN\">TN</a>",2503577,33.20,0.0606,581780
270,"AS17501","WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd","<a href=\"/cgi-bin/aspop?c=NP\">NP</a>",2476089,34.74,0.0599,563483
271,"AS24940","HETZNER-AS","<a href=\"/cgi-bin/aspop?c=DE\">DE</a>",2464977,3.49,0.0597,196789
272,"AS23944","SKYBB-AS-AP SKYBroadband SKYCable Corporation","<a href=\"/cgi-bin/aspop?c=PH\">PH</a>",2439160,3.36,0.0590,262570
273,"AS29256","INT-PDN-STE-AS STE PDN Internal AS","<a href=\"/cgi-bin/aspop?c=IR\">IR</a>",2435294,3.98,0.0589,19050
274,"AS25159","SONICDUO-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2434675,2.06,0.0589,368576
275,"AS48832","ZAIN-","<a href=\"/cgi-bin/aspop?c=JO\">JO</a>",2433765,32.66,0.0589,597216
276,"AS34170","AS-AZTELEKOM Azerbaijan Telecomunication ISP","<a href=\"/cgi-bin/aspop?c=AZ\">AZ</a>",2409096,29.49,0.0583,525000
277,"AS37119","unitel-AS","<a href=\"/cgi-bin/aspop?c=AO\">AO</a>",2384324,45.11,0.0577,53978
278,"AS28885","OMANTEL-NAP-AS OmanTel NAP","<a href=\"/cgi-bin/aspop?c=OM\">OM</a>",2375123,54.22,0.0575,596686
279,"AS19108","SUDDENLINK-COMMUNICATIONS","<a href=\"/cgi-bin/aspop?c=US\">US</a>",2368421,0.95,0.0573,398825
280,"AS28469","AT&T COMUNICACIONES DIGITALES S DE RL","<a href=\"/cgi-bin/aspop?c=MX\">MX</a>",2366090,2.62,0.0573,315671
281,"AS133982","EXCITEL-AS-IN Excitel Broadband Private Limited","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2341269,0.40,0.0567,286504
282,"AS6830","LGI-UPC formerly known as UPC Broadband Holding B.V.","<a href=\"/cgi-bin/aspop?c=PL\">PL</a>",2308584,7.44,0.0559,398564
283,"AS27651","ENTEL CHILE S.A.","<a href=\"/cgi-bin/aspop?c=CL\">CL</a>",2307645,14.12,0.0559,310807
284,"AS131429","MOBIFONE-AS-VN MOBIFONE Corporation","<a href=\"/cgi-bin/aspop?c=VN\">VN</a>",2305425,4.33,0.0558,350413
285,"AS17853","LGTELECOM-AS-KR LGTELECOM","<a href=\"/cgi-bin/aspop?c=KR\">KR</a>",2304014,4.53,0.0558,336514
286,"AS23724","CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",2302137,0.28,0.0557,21416
287,"AS28509","Cablemas Telecomunicaciones SA de CV","<a href=\"/cgi-bin/aspop?c=MX\">MX</a>",2300108,2.55,0.0557,306868
288,"AS3292","TDC TDC A/S","<a href=\"/cgi-bin/aspop?c=DK\">DK</a>",2277142,40.28,0.0551,184977
289,"AS37035","MIC-AS","<a href=\"/cgi-bin/aspop?c=TZ\">TZ</a>",2275556,18.13,0.0551,98862
290,"AS27947","Telconet S.A","<a href=\"/cgi-bin/aspop?c=EC\">EC</a>",2270729,20.18,0.0550,461213
291,"AS16276","OVH","<a href=\"/cgi-bin/aspop?c=FR\">FR</a>",2264677,4.20,0.0548,281024
292,"AS28126","BRISANET SERVICOS DE TELECOMUNICACOES LTDA","<a href=\"/cgi-bin/aspop?c=BR\">BR</a>",2261334,1.39,0.0547,319075
293,"AS25513","ASN-MGTS-USPD","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2254546,1.91,0.0546,341307
294,"AS206206","KNET","<a href=\"/cgi-bin/aspop?c=IQ\">IQ</a>",2241728,6.71,0.0543,359463
295,"AS24863","LINKdotNET-AS","<a href=\"/cgi-bin/aspop?c=EG\">EG</a>",2213288,4.23,0.0536,433435
296,"AS132525","CMNET-HEILONGJIANG-CN HeiLongJiang Mobile Communication Company Limited","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",2212700,0.27,0.0536,20584
297,"AS17638","CHINATELECOM-TJ-AS-AP ASN for TIANJIN Provincial Net of CT","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",2208400,0.27,0.0535,20544
298,"AS19429","ETB - Colombia","<a href=\"/cgi-bin/aspop?c=CO\">CO</a>",2205791,6.36,0.0534,430963
299,"AS6871","PLUSNET UK Internet Service Provider","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",2192529,3.36,0.0531,201646
300,"AS6057","Administracion Nacional de Telecomunicaciones","<a href=\"/cgi-bin/aspop?c=UY\">UY</a>",2185646,88.10,0.0529,621784
301,"AS37105","NEOLOGY-AS","<a href=\"/cgi-bin/aspop?c=ZA\">ZA</a>",2178016,6.14,0.0527,83119
302,"AS45916","GTPL-AS-AP Gujarat Telelink Pvt Ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",2169971,0.37,0.0525,265542
303,"AS206026","IPNET_KAR-TEL","<a href=\"/cgi-bin/aspop?c=KZ\">KZ</a>",2166288,14.33,0.0524,464132
304,"AS49273","COSCOM-AS","<a href=\"/cgi-bin/aspop?c=UZ\">UZ</a>",2157533,10.63,0.0522,151638
305,"AS37447","ORANGE-RDC","<a href=\"/cgi-bin/aspop?c=CD\">CD</a>",2131171,18.87,0.0516,27116
306,"AS10481","Telecom Argentina S.A.","<a href=\"/cgi-bin/aspop?c=AR\">AR</a>",2126523,5.68,0.0515,488322
307,"AS6568","Entel S.A. - EntelNet","<a href=\"/cgi-bin/aspop?c=BO\">BO</a>",2116077,35.79,0.0512,446917
308,"AS37531","AIRTEL-NIGER","<a href=\"/cgi-bin/aspop?c=NE\">NE</a>",2114283,49.12,0.0512,28217
309,"AS24961","MYLOC-AS","<a href=\"/cgi-bin/aspop?c=DE\">DE</a>",2110115,2.98,0.0511,168459
310,"AS45498","SMART-AXIATA-KH SMART AXIATA Co., Ltd.","<a href=\"/cgi-bin/aspop?c=KH\">KH</a>",2107414,30.44,0.0510,247747
311,"AS36926","CKL1-ASN","<a href=\"/cgi-bin/aspop?c=KE\">KE</a>",2095719,20.37,0.0507,341382
312,"AS134772","CHINANET-GUANGDONG-DONGGUAN-MAN CHINANET Guangdong province Dongguan MAN network","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",2082522,0.25,0.0504,19373
313,"AS48190","T2-EKATERINBURG-AS Tele2 Russia Network","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",2081010,1.76,0.0504,315036
314,"AS9038","BAT-AS9038","<a href=\"/cgi-bin/aspop?c=JO\">JO</a>",2041003,27.39,0.0494,500837
315,"AS21497","UMC-AS","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",2021658,7.23,0.0489,623300
316,"AS45102","CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd.","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",2006093,0.24,0.0486,18662
317,"AS24139","WASUHZ Huashu media&Network Limited","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",1995343,0.24,0.0483,18562
318,"AS132165","CONNECT-AS-AP Connect Communications","<a href=\"/cgi-bin/aspop?c=PK\">PK</a>",1987165,5.51,0.0481,451904
319,"AS23243","COMCEL GUATEMALA S.A.","<a href=\"/cgi-bin/aspop?c=GT\">GT</a>",1973258,21.69,0.0478,212346
320,"AS31163","MF-KAVKAZ-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",1963198,1.66,0.0475,297201
321,"AS5378","Vodafone","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",1954994,3.00,0.0473,179800
322,"AS37076","EMTS-NIGERIA-AS","<a href=\"/cgi-bin/aspop?c=NG\">NG</a>",1946206,3.09,0.0471,122185
323,"AS12271","TWC-12271-NYC","<a href=\"/cgi-bin/aspop?c=US\">US</a>",1940837,0.78,0.0470,326823
324,"AS38019","CMNET-V4TIANJIN-AS-AP tianjin Mobile Communication Company Limited","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",1933210,0.24,0.0468,17984
325,"AS30985","IKATELNET","<a href=\"/cgi-bin/aspop?c=ML\">ML</a>",1923342,63.62,0.0466,140613
326,"AS140317","","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",1901821,0.23,0.0460,17692
327,"AS28006","CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP","<a href=\"/cgi-bin/aspop?c=EC\">EC</a>",1897049,16.86,0.0459,385314
328,"AS12735","ASTURKNET","<a href=\"/cgi-bin/aspop?c=TR\">TR</a>",1896381,3.02,0.0459,594364
329,"AS7029","WINDSTREAM","<a href=\"/cgi-bin/aspop?c=US\">US</a>",1886037,0.75,0.0456,317595
330,"AS25543","FasoNet-AS","<a href=\"/cgi-bin/aspop?c=BF\">BF</a>",1884394,46.31,0.0456,65745
331,"AS15802","DU-AS1","<a href=\"/cgi-bin/aspop?c=AE\">AE</a>",1878959,19.09,0.0455,192021
332,"AS137687","CHINATELECOM-ANHUI-WUHU-MAN Wuhu","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",1877742,0.23,0.0454,17468
333,"AS37440","Airtel-","<a href=\"/cgi-bin/aspop?c=MW\">MW</a>",1869609,55.56,0.0453,24210
334,"AS36962","MTNZ-AS","<a href=\"/cgi-bin/aspop?c=ZM\">ZM</a>",1869460,30.74,0.0452,82791
335,"AS37168","CELL-C","<a href=\"/cgi-bin/aspop?c=ZA\">ZA</a>",1868184,5.27,0.0452,71295
336,"AS12353","VODAFONE-PT Vodafone Portugal","<a href=\"/cgi-bin/aspop?c=PT\">PT</a>",1865899,23.28,0.0452,541517
337,"AS28118","ALTICE DOMINICANA S.A.","<a href=\"/cgi-bin/aspop?c=DO\">DO</a>",1844532,23.74,0.0446,464238
338,"AS52362","Servicios Innovadores de Comunicacion y Entretenimiento, S.A.","<a href=\"/cgi-bin/aspop?c=GT\">GT</a>",1842203,20.25,0.0446,198243
339,"AS30036","MEDIACOM-ENTERPRISE-BUSINESS","<a href=\"/cgi-bin/aspop?c=US\">US</a>",1838844,0.74,0.0445,309648
340,"AS37693","TUNISIANA","<a href=\"/cgi-bin/aspop?c=TN\">TN</a>",1827652,24.24,0.0442,424709
341,"AS18126","CTCX Chubu Telecommunications Company, Inc.","<a href=\"/cgi-bin/aspop?c=JP\">JP</a>",1816547,1.60,0.0440,149746
342,"AS37204","TELONE","<a href=\"/cgi-bin/aspop?c=ZW\">ZW</a>",1807511,38.26,0.0437,87597
343,"AS48092","NSB-AS Tele2 Russia Network","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",1802226,1.53,0.0436,272832
344,"AS8953","ASN-ORANGE-ROMANIA","<a href=\"/cgi-bin/aspop?c=RO\">RO</a>",1795317,13.25,0.0435,345953
345,"AS25106","MTSBY-AS","<a href=\"/cgi-bin/aspop?c=BY\">BY</a>",1791537,23.64,0.0434,503995
346,"AS36890","MTNRW-ASN","<a href=\"/cgi-bin/aspop?c=RW\">RW</a>",1768325,54.78,0.0428,74080
347,"AS17962","TOPWAY-NET ShenZhen Topway Video Communication Co. Ltd","<a href=\"/cgi-bin/aspop?c=CN\">CN</a>",1753799,0.21,0.0424,16315
348,"AS4771","SPARKNZ Spark New Zealand Trading Ltd.","<a href=\"/cgi-bin/aspop?c=NZ\">NZ</a>",1752095,38.85,0.0424,122149
349,"AS21277","NEWROZ-TELECOM-ASN","<a href=\"/cgi-bin/aspop?c=IQ\">IQ</a>",1746015,5.23,0.0423,279975
350,"AS5610","O2-CZECH-REPUBLIC","<a href=\"/cgi-bin/aspop?c=CZ\">CZ</a>",1736104,19.87,0.0420,242385
351,"AS31213","MF-NWGSM-AS","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",1735753,1.47,0.0420,262769
352,"AS63023","AS-GLOBALTELEHOST","<a href=\"/cgi-bin/aspop?c=US\">US</a>",1734765,0.69,0.0420,292122
353,"AS50010","NAWRAS-AS Sultanate of Oman","<a href=\"/cgi-bin/aspop?c=OM\">OM</a>",1730823,39.52,0.0419,434823
354,"AS719","ELISA-AS Helsinki, Finland","<a href=\"/cgi-bin/aspop?c=FI\">FI</a>",1728218,35.44,0.0418,131991
355,"AS28787","BAKINTER-AS Bakinternet ISP, Azerbaijan","<a href=\"/cgi-bin/aspop?c=AZ\">AZ</a>",1712624,20.97,0.0415,373222
356,"AS23860","ALLIANCE-GATEWAY-AS-AP Alliance Broadband Services Pvt. Ltd.","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",1710067,0.29,0.0414,209263
357,"AS6855","SK-TELEKOM","<a href=\"/cgi-bin/aspop?c=SK\">SK</a>",1705013,36.98,0.0413,325451
358,"AS17506","UCOM ARTERIA Networks Corporation","<a href=\"/cgi-bin/aspop?c=JP\">JP</a>",1702492,1.50,0.0412,140344
359,"AS12978","DOGAN-ONLINE","<a href=\"/cgi-bin/aspop?c=TR\">TR</a>",1693280,2.70,0.0410,530708
360,"AS265540","ALTAN REDES, S.A.P.I. de C. V.","<a href=\"/cgi-bin/aspop?c=MX\">MX</a>",1685895,1.87,0.0408,224923
361,"AS42961","GPRS-AS ZAIN","<a href=\"/cgi-bin/aspop?c=KW\">KW</a>",1682794,32.74,0.0407,229880
362,"AS29357","WATANIYATELECOM-AS","<a href=\"/cgi-bin/aspop?c=KW\">KW</a>",1676469,32.62,0.0406,229016
363,"AS18209","BEAMTELE-AS-AP Atria Convergence Technologies pvt ltd","<a href=\"/cgi-bin/aspop?c=IN\">IN</a>",1675663,0.29,0.0406,205053
364,"AS264668","NEDETEL S.A.","<a href=\"/cgi-bin/aspop?c=EC\">EC</a>",1667019,14.82,0.0403,338592
365,"AS6849","UKRTELNET","<a href=\"/cgi-bin/aspop?c=UA\">UA</a>",1640867,5.87,0.0397,505898
366,"AS21575","ENTEL PERU S.A.","<a href=\"/cgi-bin/aspop?c=PE\">PE</a>",1633750,9.04,0.0395,289240
367,"AS37069","MOBINIL","<a href=\"/cgi-bin/aspop?c=EG\">EG</a>",1629505,3.11,0.0394,319111
368,"AS45356","MOBITEL-LK Mobitel Pvt Ltd","<a href=\"/cgi-bin/aspop?c=LK\">LK</a>",1623249,20.21,0.0393,433197
369,"AS64466","UMS-AS","<a href=\"/cgi-bin/aspop?c=UZ\">UZ</a>",1612736,7.94,0.0390,113348
370,"AS4760","HKTIMS-AP HKT Limited","<a href=\"/cgi-bin/aspop?c=HK\">HK</a>",1599215,22.95,0.0387,528131
371,"AS7438","Pegaso PCS, S.A. de C.V.","<a href=\"/cgi-bin/aspop?c=MX\">MX</a>",1595327,1.77,0.0386,212840
372,"AS262210","VIETTEL PERU S.A.C.","<a href=\"/cgi-bin/aspop?c=PE\">PE</a>",1586941,8.78,0.0384,280953
373,"AS8376","Jordan Data Communications","<a href=\"/cgi-bin/aspop?c=JO\">JO</a>",1578261,21.18,0.0382,387286
374,"AS6830","LGI-UPC formerly known as UPC Broadband Holding B.V.","<a href=\"/cgi-bin/aspop?c=NL\">NL</a>",1570527,9.59,0.0380,171777
375,"AS39651","COMHEM-SWEDEN","<a href=\"/cgi-bin/aspop?c=SE\">SE</a>",1563123,14.97,0.0378,112042
376,"AS37577","Orange-","<a href=\"/cgi-bin/aspop?c=BF\">BF</a>",1550079,38.09,0.0375,54081
377,"AS47589","KTC3G","<a href=\"/cgi-bin/aspop?c=KW\">KW</a>",1541746,30.00,0.0373,210612
378,"AS52341","Centennial Cayman Corp Chile S.A","<a href=\"/cgi-bin/aspop?c=CL\">CL</a>",1538811,9.42,0.0372,207256
379,"AS2519","VECTANT ARTERIA Networks Corporation","<a href=\"/cgi-bin/aspop?c=JP\">JP</a>",1536809,1.36,0.0372,126686
380,"AS28884","MR-SIB-MTSAS MR Sibir","<a href=\"/cgi-bin/aspop?c=RU\">RU</a>",1513646,1.28,0.0366,229145
381,"AS35228","O2BROADBAND","<a href=\"/cgi-bin/aspop?c=GB\">GB</a>",1499528,2.30,0.0363,137911
382,"AS9617","ZAQ Jupiter Telecommunications Co., Ltd.","<a href=\"/cgi-bin/aspop?c=JP\">JP</a>",1496947,1.32,0.0362,123400
383,"AS3329","HOL-GR Athens, Greece","<a href=\"/cgi-bin/aspop?c=GR\">GR</a>",1493212,19.88,0.0361,713179
384,"AS31042","SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.","<a href=\"/cgi-bin/aspop?c=RS\">RS</a>",1490384,22.78,0.0361,840518
385,"AS6730","SUNRISE","<a href=\"/cgi-bin/aspop?c=CH\">CH</a>",1482600,17.18,0.0359,78880
386,"AS29447","TIF-AS Iliad Italia S.p.A","<a href=\"/cgi-bin/aspop?c=IT\">IT</a>",1482078,3.89,0.0359,300051
387,"AS8447","TELEKOM-AT A1 Telekom Austria AG","<a href=\"/cgi-bin/aspop?c=AT\">AT</a>",1480260,17.84,0.0358,100280
388,"AS2119","TELENOR-NEXTEL Telenor Norge AS","<a href=\"/cgi-bin/aspop?c=SE\">SE</a>",1472663,14.11,0.0356,105558
